id,name,price,stock
8041,Roasted Coffee Cappuccino Sticks #8041,582.75,93
8042,Sweet Tea Jasmine Pearls #8042,168.75,96
8043,Light Snack Trail Mix #8043,92.50,99
8044,Special Drink Sports Drink #8044,131.25,7
8045,Local Bakery Cinnamon Roll #8045,37.00,10
8046,Fresh Dairy Greek Yogurt #8046,364.75,13
8047,Classic Pantry Soy Sauce 1L #8047,386.75,16
8048,Original Frozen Frozen Pizza #8048,110.25,19
8049,Salted Produce Garlic Bulb #8049,170.49,22
8050,Spicy Meat Lamb Chops #8050,704.75,25
8051,Deluxe Bath Mouthwash #8051,144.75,28
8052,Imported Clean Floor Wax #8052,225.99,31
8053,Natural Office Highlighter #8053,54.50,34
8054,Organic Tech Earphones #8054,1467.75,37
8055,Premium Pet Cat Food 1kg #8055,295.49,40
8056,Roasted Coffee Espresso Beans #8056,577.00,43
8057,Sweet Tea Hibiscus Leaves #8057,229.00,46
8058,Light Snack Popcorn Bag #8058,22.25,49
8059,Special Drink Juice Box #8059,83.75,52
8060,Local Bakery Banana Bread #8060,84.25,55
8061,Fresh Dairy Cheddar Block #8061,218.99,58
8062,Classic Pantry Brown Sugar 1kg #8062,367.99,61
8063,Original Frozen Ice Cream Tub #8063,173.50,64
8064,Salted Produce Red Apple #8064,165.49,67
8065,Spicy Meat Turkey Slice #8065,863.99,70
8066,Deluxe Bath Deodorant #8066,43.50,73
8067,Imported Clean Glass Cleaner #8067,405.75,76
8068,Natural Office Stapler #8068,244.49,79
8069,Organic Tech Power Bank #8069,283.25,82
8070,Premium Pet Pet Treats #8070,692.25,85
8071,Roasted Coffee Arabica Grounds #8071,494.99,88
8072,Sweet Tea Green Tea Bags #8072,407.50,91
8073,Light Snack Beef Jerky #8073,215.00,94
8074,Special Drink Coconut Water #8074,107.00,97
8075,Local Bakery Muffin #8075,154.49,5
8076,Fresh Dairy Mozzarella Ball #8076,395.75,8
8077,Classic Pantry Iodized Salt #8077,487.25,11
8078,Original Frozen Frozen Berries #8078,416.00,14
8079,Salted Produce Banana Bunch #8079,34.50,17
8080,Spicy Meat Pork Belly #8080,235.50,20
8081,Deluxe Bath Hand Sanitizer #8081,44.00,23
8082,Imported Clean Trash Bags #8082,161.50,26
8083,Natural Office Tape Roll #8083,12.00,29
8084,Organic Tech HDMI Cable #8084,1646.99,32
8085,Premium Pet Cat Litter #8085,185.50,35
8086,Roasted Coffee Cold Brew Concentrate #8086,533.25,38
8087,Sweet Tea Black Tea Loose #8087,163.75,41
8088,Light Snack Potato Chips #8088,136.00,44
8089,Special Drink Lemonade Bottle #8089,162.49,47
8090,Local Bakery Bagel #8090,122.99,50
8091,Fresh Dairy Butter Stick #8091,346.00,53
8092,Classic Pantry Black Pepper #8092,452.25,56
8093,Original Frozen French Fries #8093,407.00,59
8094,Salted Produce Cavendish #8094,65.25,62
8095,Spicy Meat Chicken Breast #8095,1370.00,65
8096,Deluxe Bath Bar Soap #8096,330.00,68
8097,Imported Clean Sponge Pack #8097,321.99,71
8098,Natural Office Eraser #8098,55.25,74
8099,Organic Tech Wireless Mouse #8099,1702.99,77
8100,Premium Pet Dog Toy #8100,118.25,80
8101,Roasted Coffee Instant Sachets #8101,334.00,83
8102,Sweet Tea Chamomile Pouch #8102,493.25,86
8103,Light Snack Tortilla Chips #8103,122.00,89
8104,Special Drink Mineral Water 500ml #8104,138.49,92
8105,Local Bakery Donut #8105,140.00,95
8106,Fresh Dairy Cream Cheese #8106,364.25,98
8107,Classic Pantry Vinegar Bottle #8107,113.99,6
8108,Original Frozen Chicken Nuggets #8108,635.49,9
8109,Salted Produce Green Lettuce #8109,32.00,12
8110,Spicy Meat Ground Beef #8110,679.49,15
8111,Deluxe Bath Shampoo 200ml #8111,304.50,18
8112,Imported Clean Laundry Pod #8112,304.75,21
8113,Natural Office Marker Pen #8113,122.49,24
8114,Organic Tech Keyboard #8114,2146.25,27
8115,Premium Pet Pet Shampoo #8115,233.25,30
8116,Roasted Coffee Decaf Pods #8116,513.50,33
8117,Sweet Tea Matcha Powder #8117,229.00,36
8118,Light Snack Pretzel Sticks #8118,156.50,39
8119,Special Drink Soda Can 330ml #8119,145.49,42
8120,Local Bakery Sourdough Loaf #8120,90.25,45
8121,Fresh Dairy Whipping Cream #8121,277.25,48
8122,Classic Pantry Tomato Sauce #8122,115.75,51
8123,Original Frozen Fish Fillet #8123,86.99,54
8124,Salted Produce Cherry Tomato #8124,27.25,57
8125,Spicy Meat Bacon Strips #8125,766.50,60
8126,Deluxe Bath Conditioner 200ml #8126,319.49,63
8127,Imported Clean Dish Soap #8127,296.00,66
8128,Natural Office Ballpen Black #8128,78.49,69
8129,Organic Tech Webcam #8129,955.99,72
8130,Premium Pet Aquarium Pellets #8130,130.49,75
8131,Roasted Coffee Mocha Mix #8131,153.50,78
8132,Sweet Tea Oolong Tin #8132,329.99,81
8133,Light Snack Cheese Crackers #8133,23.49,84
8134,Special Drink Iced Tea Bottle #8134,47.49,87
8135,Local Bakery Baguette #8135,85.75,90
8136,Fresh Dairy Whole Milk 1L #8136,64.99,93
8137,Classic Pantry Pasta 500g #8137,348.25,96
8138,Original Frozen Veggie Mix #8138,200.75,99
8139,Salted Produce Carrot Pack #8139,81.25,7
8140,Spicy Meat Pork Loin #8140,1272.99,10
8141,Deluxe Bath Body Wash #8141,248.25,13
8142,Imported Clean All-Purpose Spray #8142,223.99,16
8143,Natural Office Notebook A5 #8143,215.00,19
8144,Organic Tech USB-C Cable #8144,788.25,22
8145,Premium Pet Bird Seed #8145,914.49,25
8146,Roasted Coffee Latte Powder #8146,239.49,28
8147,Sweet Tea Earl Grey Box #8147,143.00,31
8148,Light Snack Granola Bar #8148,86.75,34
8149,Special Drink Energy Drink #8149,49.00,37
8150,Local Bakery Croissant #8150,178.75,40
8151,Fresh Dairy Skim Milk 1L #8151,394.49,43
8152,Classic Pantry Olive Oil 500ml #8152,280.75,46
8153,Original Frozen Frozen Dumplings #8153,540.99,49
8154,Salted Produce Sweet Onion #8154,151.25,52
8155,Spicy Meat Sausage Pack #8155,1274.99,55
8156,Deluxe Bath Toothpaste #8156,90.75,58
8157,Imported Clean Bleach Bottle #8157,70.50,61
8158,Natural Office Sticky Notes #8158,52.49,64
8159,Organic Tech Phone Charger #8159,2369.50,67
8160,Premium Pet Dog Food 1kg #8160,773.99,70
8161,Roasted Coffee Cappuccino Sticks #8161,515.99,73
8162,Sweet Tea Jasmine Pearls #8162,485.50,76
8163,Light Snack Trail Mix #8163,26.49,79
8164,Special Drink Sports Drink #8164,32.75,82
8165,Local Bakery Cinnamon Roll #8165,191.99,85
8166,Fresh Dairy Greek Yogurt #8166,334.99,88
8167,Classic Pantry Soy Sauce 1L #8167,217.99,91
8168,Original Frozen Frozen Pizza #8168,312.99,94
8169,Salted Produce Garlic Bulb #8169,24.99,97
8170,Spicy Meat Lamb Chops #8170,307.25,5
8171,Deluxe Bath Mouthwash #8171,322.25,8
8172,Imported Clean Floor Wax #8172,81.50,11
8173,Natural Office Highlighter #8173,175.75,14
8174,Organic Tech Earphones #8174,836.50,17
8175,Premium Pet Cat Food 1kg #8175,217.25,20
8176,Roasted Coffee Espresso Beans #8176,255.50,23
8177,Sweet Tea Hibiscus Leaves #8177,351.49,26
8178,Light Snack Popcorn Bag #8178,48.50,29
8179,Special Drink Juice Box #8179,81.00,32
8180,Local Bakery Banana Bread #8180,124.99,35
8181,Fresh Dairy Cheddar Block #8181,282.00,38
8182,Classic Pantry Brown Sugar 1kg #8182,444.50,41
8183,Original Frozen Ice Cream Tub #8183,449.00,44
8184,Salted Produce Red Apple #8184,30.25,47
8185,Spicy Meat Turkey Slice #8185,827.00,50
8186,Deluxe Bath Deodorant #8186,278.00,53
8187,Imported Clean Glass Cleaner #8187,183.25,56
8188,Natural Office Stapler #8188,52.50,59
8189,Organic Tech Power Bank #8189,2076.00,62
8190,Premium Pet Pet Treats #8190,460.50,65
8191,Roasted Coffee Arabica Grounds #8191,193.49,68
8192,Sweet Tea Green Tea Bags #8192,222.50,71
8193,Light Snack Beef Jerky #8193,89.99,74
8194,Special Drink Coconut Water #8194,154.25,77
8195,Local Bakery Muffin #8195,200.25,80
8196,Fresh Dairy Mozzarella Ball #8196,321.99,83
8197,Classic Pantry Iodized Salt #8197,396.75,86
8198,Original Frozen Frozen Berries #8198,141.00,89
8199,Salted Produce Banana Bunch #8199,159.50,92
8200,Spicy Meat Pork Belly #8200,606.00,95
8201,Deluxe Bath Hand Sanitizer #8201,54.75,98
8202,Imported Clean Trash Bags #8202,240.75,6
8203,Natural Office Tape Roll #8203,117.99,9
8204,Organic Tech HDMI Cable #8204,2279.50,12
8205,Premium Pet Cat Litter #8205,643.49,15
8206,Roasted Coffee Cold Brew Concentrate #8206,568.49,18
8207,Sweet Tea Black Tea Loose #8207,139.00,21
8208,Light Snack Potato Chips #8208,143.50,24
8209,Special Drink Lemonade Bottle #8209,68.00,27
8210,Local Bakery Bagel #8210,138.75,30
8211,Fresh Dairy Butter Stick #8211,331.49,33
8212,Classic Pantry Black Pepper #8212,261.49,36
8213,Original Frozen French Fries #8213,387.99,39
8214,Salted Produce Cavendish #8214,152.49,42
8215,Spicy Meat Chicken Breast #8215,1120.25,45
8216,Deluxe Bath Bar Soap #8216,273.99,48
8217,Imported Clean Sponge Pack #8217,368.99,51
8218,Natural Office Eraser #8218,213.75,54
8219,Organic Tech Wireless Mouse #8219,1921.00,57
8220,Premium Pet Dog Toy #8220,540.99,60
8221,Roasted Coffee Instant Sachets #8221,632.50,63
8222,Sweet Tea Chamomile Pouch #8222,158.75,66
8223,Light Snack Tortilla Chips #8223,194.50,69
8224,Special Drink Mineral Water 500ml #8224,44.00,72
8225,Local Bakery Donut #8225,214.75,75
8226,Fresh Dairy Cream Cheese #8226,96.99,78
8227,Classic Pantry Vinegar Bottle #8227,90.99,81
8228,Original Frozen Chicken Nuggets #8228,254.25,84
8229,Salted Produce Green Lettuce #8229,85.75,87
8230,Spicy Meat Ground Beef #8230,542.00,90
8231,Deluxe Bath Shampoo 200ml #8231,206.00,93
8232,Imported Clean Laundry Pod #8232,393.99,96
8233,Natural Office Marker Pen #8233,131.50,99
8234,Organic Tech Keyboard #8234,1206.00,7
8235,Premium Pet Pet Shampoo #8235,460.00,10
8236,Roasted Coffee Decaf Pods #8236,300.25,13
8237,Sweet Tea Matcha Powder #8237,80.25,16
8238,Light Snack Pretzel Sticks #8238,86.25,19
8239,Special Drink Soda Can 330ml #8239,102.25,22
8240,Local Bakery Sourdough Loaf #8240,159.25,25
8241,Fresh Dairy Whipping Cream #8241,45.25,28
8242,Classic Pantry Tomato Sauce #8242,433.25,31
8243,Original Frozen Fish Fillet #8243,363.99,34
8244,Salted Produce Cherry Tomato #8244,176.00,37
8245,Spicy Meat Bacon Strips #8245,945.25,40
8246,Deluxe Bath Conditioner 200ml #8246,287.49,43
8247,Imported Clean Dish Soap #8247,236.49,46
8248,Natural Office Ballpen Black #8248,196.75,49
8249,Organic Tech Webcam #8249,263.75,52
8250,Premium Pet Aquarium Pellets #8250,575.25,55
8251,Roasted Coffee Mocha Mix #8251,129.00,58
8252,Sweet Tea Oolong Tin #8252,50.99,61
8253,Light Snack Cheese Crackers #8253,17.00,64
8254,Special Drink Iced Tea Bottle #8254,77.99,67
8255,Local Bakery Baguette #8255,184.00,70
8256,Fresh Dairy Whole Milk 1L #8256,196.49,73
8257,Classic Pantry Pasta 500g #8257,452.25,76
8258,Original Frozen Veggie Mix #8258,223.50,79
8259,Salted Produce Carrot Pack #8259,97.99,82
8260,Spicy Meat Pork Loin #8260,1362.00,85
8261,Deluxe Bath Body Wash #8261,253.49,88
8262,Imported Clean All-Purpose Spray #8262,358.50,91
8263,Natural Office Notebook A5 #8263,129.75,94
8264,Organic Tech USB-C Cable #8264,1352.25,97
8265,Premium Pet Bird Seed #8265,906.00,5
8266,Roasted Coffee Latte Powder #8266,110.75,8
8267,Sweet Tea Earl Grey Box #8267,120.00,11
8268,Light Snack Granola Bar #8268,183.50,14
8269,Special Drink Energy Drink #8269,48.00,17
8270,Local Bakery Croissant #8270,60.75,20
8271,Fresh Dairy Skim Milk 1L #8271,62.50,23
8272,Classic Pantry Olive Oil 500ml #8272,327.99,26
8273,Original Frozen Frozen Dumplings #8273,632.49,29
8274,Salted Produce Sweet Onion #8274,98.99,32
8275,Spicy Meat Sausage Pack #8275,187.00,35
8276,Deluxe Bath Toothpaste #8276,320.75,38
8277,Imported Clean Bleach Bottle #8277,374.75,41
8278,Natural Office Sticky Notes #8278,112.50,44
8279,Organic Tech Phone Charger #8279,278.25,47
8280,Premium Pet Dog Food 1kg #8280,187.25,50
8281,Roasted Coffee Cappuccino Sticks #8281,533.25,53
8282,Sweet Tea Jasmine Pearls #8282,198.50,56
8283,Light Snack Trail Mix #8283,116.99,59
8284,Special Drink Sports Drink #8284,66.50,62
8285,Local Bakery Cinnamon Roll #8285,189.25,65
8286,Fresh Dairy Greek Yogurt #8286,292.25,68
8287,Classic Pantry Soy Sauce 1L #8287,443.25,71
8288,Original Frozen Frozen Pizza #8288,81.50,74
8289,Salted Produce Garlic Bulb #8289,95.25,77
8290,Spicy Meat Lamb Chops #8290,923.50,80
8291,Deluxe Bath Mouthwash #8291,169.50,83
8292,Imported Clean Floor Wax #8292,103.49,86
8293,Natural Office Highlighter #8293,86.00,89
8294,Organic Tech Earphones #8294,1611.50,92
8295,Premium Pet Cat Food 1kg #8295,442.99,95
8296,Roasted Coffee Espresso Beans #8296,591.00,98
8297,Sweet Tea Hibiscus Leaves #8297,81.00,6
8298,Light Snack Popcorn Bag #8298,101.50,9
8299,Special Drink Juice Box #8299,123.75,12
8300,Local Bakery Banana Bread #8300,185.49,15
8301,Fresh Dairy Cheddar Block #8301,58.75,18
8302,Classic Pantry Brown Sugar 1kg #8302,331.99,21
8303,Original Frozen Ice Cream Tub #8303,347.49,24
8304,Salted Produce Red Apple #8304,153.49,27
8305,Spicy Meat Turkey Slice #8305,631.00,30
8306,Deluxe Bath Deodorant #8306,92.00,33
8307,Imported Clean Glass Cleaner #8307,99.75,36
8308,Natural Office Stapler #8308,159.75,39
8309,Organic Tech Power Bank #8309,2411.75,42
8310,Premium Pet Pet Treats #8310,741.75,45
8311,Roasted Coffee Arabica Grounds #8311,433.75,48
8312,Sweet Tea Green Tea Bags #8312,422.99,51
8313,Light Snack Beef Jerky #8313,190.99,54
8314,Special Drink Coconut Water #8314,93.49,57
8315,Local Bakery Muffin #8315,116.75,60
8316,Fresh Dairy Mozzarella Ball #8316,140.99,63
8317,Classic Pantry Iodized Salt #8317,364.25,66
8318,Original Frozen Frozen Berries #8318,433.50,69
8319,Salted Produce Banana Bunch #8319,158.99,72
8320,Spicy Meat Pork Belly #8320,993.75,75
8321,Deluxe Bath Hand Sanitizer #8321,276.99,78
8322,Imported Clean Trash Bags #8322,62.00,81
8323,Natural Office Tape Roll #8323,53.00,84
8324,Organic Tech HDMI Cable #8324,901.50,87
8325,Premium Pet Cat Litter #8325,201.00,90
8326,Roasted Coffee Cold Brew Concentrate #8326,649.49,93
8327,Sweet Tea Black Tea Loose #8327,76.75,96
8328,Light Snack Potato Chips #8328,194.99,99
8329,Special Drink Lemonade Bottle #8329,159.25,7
8330,Local Bakery Bagel #8330,59.99,10
8331,Fresh Dairy Butter Stick #8331,305.75,13
8332,Classic Pantry Black Pepper #8332,179.99,16
8333,Original Frozen French Fries #8333,277.49,19
8334,Salted Produce Cavendish #8334,39.25,22
8335,Spicy Meat Chicken Breast #8335,1006.49,25
8336,Deluxe Bath Bar Soap #8336,160.00,28
8337,Imported Clean Sponge Pack #8337,360.49,31
8338,Natural Office Eraser #8338,86.49,34
8339,Organic Tech Wireless Mouse #8339,1983.50,37
8340,Premium Pet Dog Toy #8340,73.99,40
8341,Roasted Coffee Instant Sachets #8341,575.75,43
8342,Sweet Tea Chamomile Pouch #8342,289.00,46
8343,Light Snack Tortilla Chips #8343,17.75,49
8344,Special Drink Mineral Water 500ml #8344,45.00,52
8345,Local Bakery Donut #8345,168.00,55
8346,Fresh Dairy Cream Cheese #8346,367.25,58
8347,Classic Pantry Vinegar Bottle #8347,261.99,61
8348,Original Frozen Chicken Nuggets #8348,175.99,64
8349,Salted Produce Green Lettuce #8349,30.99,67
8350,Spicy Meat Ground Beef #8350,356.99,70
8351,Deluxe Bath Shampoo 200ml #8351,111.49,73
8352,Imported Clean Laundry Pod #8352,218.75,76
8353,Natural Office Marker Pen #8353,58.00,79
8354,Organic Tech Keyboard #8354,319.75,82
8355,Premium Pet Pet Shampoo #8355,848.75,85
8356,Roasted Coffee Decaf Pods #8356,270.25,88
8357,Sweet Tea Matcha Powder #8357,74.50,91
8358,Light Snack Pretzel Sticks #8358,142.50,94
8359,Special Drink Soda Can 330ml #8359,132.50,97
8360,Local Bakery Sourdough Loaf #8360,210.00,5
8361,Fresh Dairy Whipping Cream #8361,271.00,8
8362,Classic Pantry Tomato Sauce #8362,47.99,11
8363,Original Frozen Fish Fillet #8363,168.25,14
8364,Salted Produce Cherry Tomato #8364,79.75,17
8365,Spicy Meat Bacon Strips #8365,1021.75,20
8366,Deluxe Bath Conditioner 200ml #8366,208.49,23
8367,Imported Clean Dish Soap #8367,165.25,26
8368,Natural Office Ballpen Black #8368,102.25,29
8369,Organic Tech Webcam #8369,1529.50,32
8370,Premium Pet Aquarium Pellets #8370,565.75,35
8371,Roasted Coffee Mocha Mix #8371,223.25,38
8372,Sweet Tea Oolong Tin #8372,237.99,41
8373,Light Snack Cheese Crackers #8373,150.25,44
8374,Special Drink Iced Tea Bottle #8374,49.25,47
8375,Local Bakery Baguette #8375,106.25,50
8376,Fresh Dairy Whole Milk 1L #8376,49.50,53
8377,Classic Pantry Pasta 500g #8377,90.49,56
8378,Original Frozen Veggie Mix #8378,298.00,59
8379,Salted Produce Carrot Pack #8379,128.25,62
8380,Spicy Meat Pork Loin #8380,1264.49,65
8381,Deluxe Bath Body Wash #8381,286.49,68
8382,Imported Clean All-Purpose Spray #8382,196.75,71
8383,Natural Office Notebook A5 #8383,89.50,74
8384,Organic Tech USB-C Cable #8384,2126.00,77
8385,Premium Pet Bird Seed #8385,329.00,80
8386,Roasted Coffee Latte Powder #8386,455.99,83
8387,Sweet Tea Earl Grey Box #8387,248.25,86
8388,Light Snack Granola Bar #8388,86.25,89
8389,Special Drink Energy Drink #8389,38.99,92
8390,Local Bakery Croissant #8390,209.00,95
8391,Fresh Dairy Skim Milk 1L #8391,41.99,98
8392,Classic Pantry Olive Oil 500ml #8392,232.49,6
8393,Original Frozen Frozen Dumplings #8393,546.75,9
8394,Salted Produce Sweet Onion #8394,27.00,12
8395,Spicy Meat Sausage Pack #8395,1068.99,15
8396,Deluxe Bath Toothpaste #8396,284.99,18
8397,Imported Clean Bleach Bottle #8397,285.25,21
8398,Natural Office Sticky Notes #8398,102.99,24
8399,Organic Tech Phone Charger #8399,1964.50,27
8400,Premium Pet Dog Food 1kg #8400,522.75,30
8401,Roasted Coffee Cappuccino Sticks #8401,460.99,33
8402,Sweet Tea Jasmine Pearls #8402,364.49,36
8403,Light Snack Trail Mix #8403,130.49,39
8404,Special Drink Sports Drink #8404,144.25,42
8405,Local Bakery Cinnamon Roll #8405,120.25,45
8406,Fresh Dairy Greek Yogurt #8406,245.50,48
8407,Classic Pantry Soy Sauce 1L #8407,358.49,51
8408,Original Frozen Frozen Pizza #8408,569.50,54
8409,Salted Produce Garlic Bulb #8409,166.75,57
8410,Spicy Meat Lamb Chops #8410,245.75,60
8411,Deluxe Bath Mouthwash #8411,337.99,63
8412,Imported Clean Floor Wax #8412,361.99,66
8413,Natural Office Highlighter #8413,13.00,69
8414,Organic Tech Earphones #8414,1838.49,72
8415,Premium Pet Cat Food 1kg #8415,584.00,75
8416,Roasted Coffee Espresso Beans #8416,120.99,78
8417,Sweet Tea Hibiscus Leaves #8417,295.00,81
8418,Light Snack Popcorn Bag #8418,38.75,84
8419,Special Drink Juice Box #8419,109.49,87
8420,Local Bakery Banana Bread #8420,211.49,90
8421,Fresh Dairy Cheddar Block #8421,402.25,93
8422,Classic Pantry Brown Sugar 1kg #8422,393.50,96
8423,Original Frozen Ice Cream Tub #8423,142.49,99
8424,Salted Produce Red Apple #8424,81.99,7
8425,Spicy Meat Turkey Slice #8425,196.50,10
8426,Deluxe Bath Deodorant #8426,94.49,13
8427,Imported Clean Glass Cleaner #8427,316.75,16
8428,Natural Office Stapler #8428,147.75,19
8429,Organic Tech Power Bank #8429,1740.75,22
8430,Premium Pet Pet Treats #8430,802.25,25
8431,Roasted Coffee Arabica Grounds #8431,450.50,28
8432,Sweet Tea Green Tea Bags #8432,85.49,31
8433,Light Snack Beef Jerky #8433,96.49,34
8434,Special Drink Coconut Water #8434,57.49,37
8435,Local Bakery Muffin #8435,31.99,40
8436,Fresh Dairy Mozzarella Ball #8436,194.50,43
8437,Classic Pantry Iodized Salt #8437,391.99,46
8438,Original Frozen Frozen Berries #8438,414.00,49
8439,Salted Produce Banana Bunch #8439,81.49,52
8440,Spicy Meat Pork Belly #8440,173.75,55
8441,Deluxe Bath Hand Sanitizer #8441,294.99,58
8442,Imported Clean Trash Bags #8442,79.50,61
8443,Natural Office Tape Roll #8443,38.00,64
8444,Organic Tech HDMI Cable #8444,948.49,67
8445,Premium Pet Cat Litter #8445,47.75,70
8446,Roasted Coffee Cold Brew Concentrate #8446,117.49,73
8447,Sweet Tea Black Tea Loose #8447,217.99,76
8448,Light Snack Potato Chips #8448,27.49,79
8449,Special Drink Lemonade Bottle #8449,170.50,82
8450,Local Bakery Bagel #8450,201.00,85
8451,Fresh Dairy Butter Stick #8451,170.49,88
8452,Classic Pantry Black Pepper #8452,73.49,91
8453,Original Frozen French Fries #8453,155.25,94
8454,Salted Produce Cavendish #8454,104.75,97
8455,Spicy Meat Chicken Breast #8455,788.49,5
8456,Deluxe Bath Bar Soap #8456,202.25,8
8457,Imported Clean Sponge Pack #8457,216.25,11
8458,Natural Office Eraser #8458,226.75,14
8459,Organic Tech Wireless Mouse #8459,823.99,17
8460,Premium Pet Dog Toy #8460,868.25,20
8461,Roasted Coffee Instant Sachets #8461,68.00,23
8462,Sweet Tea Chamomile Pouch #8462,259.00,26
8463,Light Snack Tortilla Chips #8463,183.75,29
8464,Special Drink Mineral Water 500ml #8464,104.50,32
8465,Local Bakery Donut #8465,179.49,35
8466,Fresh Dairy Cream Cheese #8466,133.49,38
8467,Classic Pantry Vinegar Bottle #8467,244.49,41
8468,Original Frozen Chicken Nuggets #8468,531.00,44
8469,Salted Produce Green Lettuce #8469,17.99,47
8470,Spicy Meat Ground Beef #8470,296.00,50
8471,Deluxe Bath Shampoo 200ml #8471,115.50,53
8472,Imported Clean Laundry Pod #8472,241.00,56
8473,Natural Office Marker Pen #8473,37.49,59
8474,Organic Tech Keyboard #8474,234.50,62
8475,Premium Pet Pet Shampoo #8475,723.25,65
8476,Roasted Coffee Decaf Pods #8476,579.75,68
8477,Sweet Tea Matcha Powder #8477,274.75,71
8478,Light Snack Pretzel Sticks #8478,125.50,74
8479,Special Drink Soda Can 330ml #8479,134.50,77
8480,Local Bakery Sourdough Loaf #8480,198.99,80
8481,Fresh Dairy Whipping Cream #8481,263.99,83
8482,Classic Pantry Tomato Sauce #8482,78.25,86
8483,Original Frozen Fish Fillet #8483,425.99,89
8484,Salted Produce Cherry Tomato #8484,81.25,92
8485,Spicy Meat Bacon Strips #8485,1158.99,95
8486,Deluxe Bath Conditioner 200ml #8486,224.00,98
8487,Imported Clean Dish Soap #8487,104.50,6
8488,Natural Office Ballpen Black #8488,133.75,9
8489,Organic Tech Webcam #8489,982.99,12
8490,Premium Pet Aquarium Pellets #8490,129.50,15
8491,Roasted Coffee Mocha Mix #8491,110.99,18
8492,Sweet Tea Oolong Tin #8492,261.75,21
8493,Light Snack Cheese Crackers #8493,149.99,24
8494,Special Drink Iced Tea Bottle #8494,98.00,27
8495,Local Bakery Baguette #8495,158.75,30
8496,Fresh Dairy Whole Milk 1L #8496,284.25,33
8497,Classic Pantry Pasta 500g #8497,468.00,36
8498,Original Frozen Veggie Mix #8498,235.75,39
8499,Salted Produce Carrot Pack #8499,43.50,42
8500,Spicy Meat Pork Loin #8500,1084.99,45
8501,Deluxe Bath Body Wash #8501,310.00,48
8502,Imported Clean All-Purpose Spray #8502,69.50,51
8503,Natural Office Notebook A5 #8503,52.00,54
8504,Organic Tech USB-C Cable #8504,704.00,57
8505,Premium Pet Bird Seed #8505,480.50,60
8506,Roasted Coffee Latte Powder #8506,192.50,63
8507,Sweet Tea Earl Grey Box #8507,74.49,66
8508,Light Snack Granola Bar #8508,77.25,69
8509,Special Drink Energy Drink #8509,131.99,72
8510,Local Bakery Croissant #8510,89.00,75
8511,Fresh Dairy Skim Milk 1L #8511,300.25,78
8512,Classic Pantry Olive Oil 500ml #8512,117.25,81
8513,Original Frozen Frozen Dumplings #8513,213.75,84
8514,Salted Produce Sweet Onion #8514,74.75,87
8515,Spicy Meat Sausage Pack #8515,1030.50,90
8516,Deluxe Bath Toothpaste #8516,127.25,93
8517,Imported Clean Bleach Bottle #8517,359.50,96
8518,Natural Office Sticky Notes #8518,75.49,99
8519,Organic Tech Phone Charger #8519,2277.99,7
8520,Premium Pet Dog Food 1kg #8520,833.00,10
8521,Roasted Coffee Cappuccino Sticks #8521,515.00,13
8522,Sweet Tea Jasmine Pearls #8522,281.00,16
8523,Light Snack Trail Mix #8523,68.75,19
8524,Special Drink Sports Drink #8524,90.00,22
8525,Local Bakery Cinnamon Roll #8525,81.75,25
8526,Fresh Dairy Greek Yogurt #8526,170.00,28
8527,Classic Pantry Soy Sauce 1L #8527,312.50,31
8528,Original Frozen Frozen Pizza #8528,509.75,34
8529,Salted Produce Garlic Bulb #8529,109.00,37
8530,Spicy Meat Lamb Chops #8530,626.49,40
8531,Deluxe Bath Mouthwash #8531,63.99,43
8532,Imported Clean Floor Wax #8532,253.50,46
8533,Natural Office Highlighter #8533,166.00,49
8534,Organic Tech Earphones #8534,372.25,52
8535,Premium Pet Cat Food 1kg #8535,418.49,55
8536,Roasted Coffee Espresso Beans #8536,495.49,58
8537,Sweet Tea Hibiscus Leaves #8537,270.25,61
8538,Light Snack Popcorn Bag #8538,51.49,64
8539,Special Drink Juice Box #8539,65.99,67
8540,Local Bakery Banana Bread #8540,131.00,70
8541,Fresh Dairy Cheddar Block #8541,175.75,73
8542,Classic Pantry Brown Sugar 1kg #8542,466.00,76
8543,Original Frozen Ice Cream Tub #8543,617.00,79
8544,Salted Produce Red Apple #8544,25.25,82
8545,Spicy Meat Turkey Slice #8545,1251.00,85
8546,Deluxe Bath Deodorant #8546,246.99,88
8547,Imported Clean Glass Cleaner #8547,216.50,91
8548,Natural Office Stapler #8548,42.75,94
8549,Organic Tech Power Bank #8549,156.25,97
8550,Premium Pet Pet Treats #8550,328.25,5
8551,Roasted Coffee Arabica Grounds #8551,415.25,8
8552,Sweet Tea Green Tea Bags #8552,420.99,11
8553,Light Snack Beef Jerky #8553,148.49,14
8554,Special Drink Coconut Water #8554,124.49,17
8555,Local Bakery Muffin #8555,126.75,20
8556,Fresh Dairy Mozzarella Ball #8556,309.75,23
8557,Classic Pantry Iodized Salt #8557,196.00,26
8558,Original Frozen Frozen Berries #8558,471.49,29
8559,Salted Produce Banana Bunch #8559,169.00,32
8560,Spicy Meat Pork Belly #8560,945.75,35
8561,Deluxe Bath Hand Sanitizer #8561,288.75,38
8562,Imported Clean Trash Bags #8562,153.25,41
8563,Natural Office Tape Roll #8563,238.99,44
8564,Organic Tech HDMI Cable #8564,1980.00,47
8565,Premium Pet Cat Litter #8565,833.50,50
8566,Roasted Coffee Cold Brew Concentrate #8566,143.25,53
